file,date,eval_set_size,accuracy,finetuned_blocks,transformer_lr,reg_lr,AUG,HLA,Encoding
ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAB1801_1.csv,2025-03-03 16:32:28,86,0.23255813953488372,25,0.001,1e-06,1,HLAB1801,epitope
ESMMASK_epitope_FT_20_0.001_1e-05_AUG_3_HLAA3002_1.csv,2025-04-02 12:34:39,158,0.22784810126582278,20,0.001,1e-05,3,HLAA3002,epitope
ESMMASK_epitope_FT_15_0.001_1e-05_AUG_1_HLAA6802_1.csv,2025-03-28 17:08:21,355,0.22535211267605634,15,0.001,1e-05,1,HLAA6802,epitope
ESMMASK_HLA_FT_25_0.0001_1e-06_AUG_3_HLAB4402_2.csv,2025-03-03 14:16:48,129,0.2248062015503876,25,0.0001,1e-06,3,HLAB4402,HLA
ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_1_HLAA3301_1.csv,2025-03-28 16:15:50,187,0.22459893048128343,25,0.0001,1e-06,1,HLAA3301,epitope
ESMMASK_epitope_FT_15_0.0001_0.001_AUG_6_HLAB5801_4.csv,2025-03-03 16:00:28,143,0.22377622377622378,15,0.0001,0.001,6,HLAB5801,epitope
ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_6_HLAB1517_2.csv,2025-03-03 15:56:19,85,0.2235294117647059,25,0.0001,1e-05,6,HLAB1517,epitope
ESMMASK_HLA_FT_25_0.0001_0.001_AUG_1_HLAA0301_1.csv,2025-03-03 15:51:30,457,0.22319474835886213,25,0.0001,0.001,1,HLAA0301,HLA
ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLADRB30202_1.csv,2025-03-28 07:15:57,87,0.21839080459770116,20,0.001,1e-06,1,HLADRB30202,epitope
ESMMASK_epitope_FT_15_0.001_1e-05_AUG_3_HLAA2902_1.csv,2025-03-27 19:28:43,134,0.21641791044776118,15,0.001,1e-05,3,HLAA2902,epitope
ESMMASK_HLA_FT_25_0.0001_0.001_AUG_1_HLAB0801_1.csv,2025-03-03 15:32:10,167,0.2155688622754491,25,0.0001,0.001,1,HLAB0801,HLA
ESMMASK_HLA_FT_25_0.0001_1e-06_AUG_1_HLAA2902_1.csv,2025-03-03 14:51:07,140,0.21428571428571427,25,0.0001,1e-06,1,HLAA2902,HLA
ESMMASK_epitope_FT_20_0.001_1e-05_AUG_1_HLAA0203_1.csv,2025-03-28 05:47:21,420,0.2119047619047619,20,0.001,1e-05,1,HLAA0203,epitope
ESMMASK_epitope_FT_20_0.001_0.001_AUG_1_HLAA2402_1.csv,2025-03-28 05:11:58,397,0.21158690176322417,20,0.001,0.001,1,HLAA2402,epitope
ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLADRB10404_1.csv,2025-03-28 14:48:20,401,0.20947630922693267,25,0.001,1e-06,3,HLADRB10404,epitope
ESMMASK_epitope_FT_25_0.001_1e-05_AUG_6_HLADRB10101_1.csv,2025-03-27 20:47:54,1216,0.20476973684210525,25,0.001,1e-05,6,HLADRB10101,epitope
ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_3_HLAA6901_2.csv,2025-03-03 15:58:50,59,0.2033898305084746,25,0.0001,1e-05,3,HLAA6901,epitope
ESMMASK_HLA_FT_25_0.001_0.001_AUG_1_HLAA2301_1.csv,2025-03-03 16:26:17,119,0.20168067226890757,25,0.001,0.001,1,HLAA2301,HLA
ESMMASK_HLA_FT_25_0.001_0.001_AUG_3_HLAA1101_2.csv,2025-03-03 15:53:42,511,0.20156555772994128,25,0.001,0.001,3,HLAA1101,HLA
ESMMASK_epitope_FT_25_0.001_1e-05_AUG_1_HLAA6801_2.csv,2025-03-03 15:05:17,343,0.20116618075801748,25,0.001,1e-05,1,HLAA6801,epitope
ESMMASK_epitope_FT_15_0.001_1e-06_AUG_6_HLAC0102_1.csv,2025-04-02 14:30:32,5,0.2,15,0.001,1e-06,6,HLAC0102,epitope
ESMMASK_epitope_FT_25_0.001_1e-05_AUG_3_HLADQB10301_1.csv,2025-03-28 03:35:26,20,0.2,25,0.001,1e-05,3,HLADQB10301,epitope
ESMMASK_HLA_FT_25_0.001_1e-06_AUG_1_HLAA0203_1.csv,2025-03-03 16:59:58,365,0.2,25,0.001,1e-06,1,HLAA0203,HLA
ESMMASK_epitope_FT_20_0.0001_1e-06_AUG_3_HLAA2601_1.csv,2025-04-02 10:58:12,145,0.2,20,0.0001,1e-06,3,HLAA2601,epitope
ESMMASK_epitope_FT_15_0.0001_1e-05_AUG_3_HLAA0206_1.csv,2025-04-02 12:03:28,407,0.19901719901719903,15,0.0001,1e-05,3,HLAA0206,epitope
ESMMASK_epitope_FT_20_0.001_1e-05_AUG_6_HLADRB11101_1.csv,2025-04-02 19:14:46,455,0.1978021978021978,20,0.001,1e-05,6,HLADRB11101,epitope
ESMMASK_epitope_FT_15_0.001_1e-05_AUG_3_HLAA3101_1.csv,2025-03-28 11:19:25,360,0.19722222222222222,15,0.001,1e-05,3,HLAA3101,epitope
ESMMASK_HLA_FT_25_0.0001_0.001_AUG_6_HLAB1501_1.csv,2025-03-03 15:35:38,236,0.19491525423728814,25,0.0001,0.001,6,HLAB1501,HLA
ESMMASK_HLA_FT_25_0.0001_1e-05_AUG_6_HLAB1801_4.csv,2025-03-03 16:19:37,72,0.19444444444444445,25,0.0001,1e-05,6,HLAB1801,HLA
ESMMASK_HLA_FT_25_0.0001_1e-05_AUG_1_HLAA6801_2.csv,2025-03-03 15:41:15,369,0.19241192411924118,25,0.0001,1e-05,1,HLAA6801,HLA
ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLADR3_1.csv,2025-04-02 10:08:52,68,0.19117647058823528,25,0.001,1e-06,3,HLADR3,epitope
ESMMASK_HLA_FT_25_0.0001_1e-06_AUG_6_HLAA6802_2.csv,2025-03-03 15:16:57,356,0.19101123595505617,25,0.0001,1e-06,6,HLAA6802,HLA
ESMMASK_HLA_FT_25_0.0001_1e-06_AUG_1_HLAB5801_1.csv,2025-03-03 16:45:17,140,0.18571428571428572,25,0.0001,1e-06,1,HLAB5801,HLA
ESMMASK_epitope_FT_20_0.001_0.001_AUG_1_HLAA8001_1.csv,2025-03-27 23:02:15,23,0.17391304347826086,20,0.001,0.001,1,HLAA8001,epitope
ESMMASK_epitope_FT_20_0.001_0.001_AUG_6_HLADRB11201_1.csv,2025-04-02 16:12:43,127,0.1732283464566929,20,0.001,0.001,6,HLADRB11201,epitope
ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_3_HLADRB11301_1.csv,2025-04-02 14:39:34,261,0.1724137931034483,25,0.0001,1e-06,3,HLADRB11301,epitope
ESMMASK_HLA_FT_25_0.001_0.001_AUG_3_HLAA2402_2.csv,2025-03-03 16:10:07,175,0.17142857142857143,25,0.001,0.001,3,HLAA2402,HLA
ESMMASK_HLA_FT_25_0.001_1e-06_AUG_1_HLAA3002_1.csv,2025-03-03 15:24:48,117,0.17094017094017094,25,0.001,1e-06,1,HLAA3002,HLA
ESMMASK_HLA_FT_25_0.0001_1e-05_AUG_3_HLAA0202_1.csv,2025-03-03 15:26:11,341,0.16715542521994134,25,0.0001,1e-05,3,HLAA0202,HLA
ESMMASK_epitope_FT_25_0.0001_0.001_AUG_1_HLADPB10301_1.csv,2025-03-28 13:34:42,24,0.16666666666666666,25,0.0001,0.001,1,HLADPB10301,epitope
ESMMASK_epitope_FT_25_0.001_0.001_AUG_6_HLADQB10602_1.csv,2025-03-28 02:26:16,30,0.16666666666666666,25,0.001,0.001,6,HLADQB10602,epitope
ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLADPB12001_1.csv,2025-04-02 18:35:06,24,0.16666666666666666,25,0.001,1e-06,1,HLADPB12001,epitope
ESMMASK_epitope_FT_20_0.001_1e-05_AUG_1_HLADRB11302_1.csv,2025-03-28 05:29:05,467,0.16274089935760172,20,0.001,1e-05,1,HLADRB11302,epitope
ESMMASK_epitope_FT_15_0.0001_1e-06_AUG_3_HLADRB11001_1.csv,2025-03-27 21:34:52,25,0.16,15,0.0001,1e-06,3,HLADRB11001,epitope
ESMMASK_HLA_FT_25_0.0001_0.001_AUG_1_HLAA3001_2.csv,2025-03-03 14:29:48,135,0.15555555555555556,25,0.0001,0.001,1,HLAA3001,HLA
ESMMASK_HLA_FT_25_0.001_0.001_AUG_1_HLAA0206_2.csv,2025-03-03 14:35:01,379,0.15303430079155672,25,0.001,0.001,1,HLAA0206,HLA
ESMMASK_epitope_FT_25_0.0001_0.001_AUG_6_HLADPw4_1.csv,2025-04-02 12:55:50,7,0.14285714285714285,25,0.0001,0.001,6,HLADPw4,epitope
ESMMASK_epitope_FT_15_0.001_0.001_AUG_3_HLADPB10101_1.csv,2025-04-02 17:53:23,14,0.14285714285714285,15,0.001,0.001,3,HLADPB10101,epitope
ESMMASK_epitope_FT_15_0.0001_1e-06_AUG_3_HLAC0701_1.csv,2025-04-02 10:11:05,7,0.14285714285714285,15,0.0001,1e-06,3,HLAC0701,epitope
ESMMASK_epitope_FT_20_0.001_1e-05_AUG_1_HLADRB10701_1.csv,2025-04-02 16:21:24,644,0.13975155279503104,20,0.001,1e-05,1,HLADRB10701,epitope
ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_1_HLADRB10402_1.csv,2025-03-28 02:13:30,22,0.13636363636363635,25,0.0001,1e-06,1,HLADRB10402,epitope
ESMMASK_epitope_FT_15_0.001_1e-05_AUG_1_HLADRB40101_1.csv,2025-04-02 13:23:57,294,0.1360544217687075,15,0.001,1e-05,1,HLADRB40101,epitope
ESMMASK_epitope_FT_20_0.001_1e-05_AUG_6_HLADRB10301_1.csv,2025-03-28 00:28:44,552,0.1358695652173913,20,0.001,1e-05,6,HLADRB10301,epitope
ESMMASK_epitope_FT_20_0.001_0.001_AUG_1_HLADR15_1.csv,2025-04-02 10:21:59,30,0.13333333333333333,20,0.001,0.001,1,HLADR15,epitope
ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_1_HLADQB10402_1.csv,2025-04-02 18:20:10,23,0.13043478260869565,25,0.0001,1e-05,1,HLADQB10402,epitope
ESMMASK_epitope_FT_20_0.0001_0.001_AUG_6_HLADPB10501_1.csv,2025-04-02 18:44:58,23,0.13043478260869565,20,0.0001,0.001,6,HLADPB10501,epitope
ESMMASK_HLA_FT_25_0.001_1e-06_AUG_1_HLAA3301_1.csv,2025-03-03 15:05:56,169,0.1301775147928994,25,0.001,1e-06,1,HLAA3301,HLA
ESMMASK_epitope_FT_15_0.001_0.001_AUG_3_HLADRB30101_1.csv,2025-04-02 12:28:13,218,0.12385321100917432,15,0.001,0.001,3,HLADRB30101,epitope
ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_HLADPB11401_1.csv,2025-04-02 17:54:52,17,0.11764705882352941,15,0.001,1e-06,3,HLADPB11401,epitope
ESMMASK_epitope_FT_25_0.001_1e-05_AUG_6_HLADRB10802_1.csv,2025-03-28 13:41:53,291,0.1134020618556701,25,0.001,1e-05,6,HLADRB10802,epitope
ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_6_HLADRB11502_1.csv,2025-04-02 17:48:00,212,0.11320754716981132,25,0.0001,1e-06,6,HLADRB11502,epitope
ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLADRB10901_1.csv,2025-03-28 15:38:45,298,0.10738255033557047,20,0.001,1e-06,6,HLADRB10901,epitope
ESMMASK_epitope_FT_20_0.0001_1e-05_AUG_3_HLADRB10405_1.csv,2025-03-28 02:30:24,272,0.09558823529411764,20,0.0001,1e-05,3,HLADRB10405,epitope
ESMMASK_epitope_FT_25_0.0001_0.001_AUG_6_HLADQB10501_1.csv,2025-04-02 11:49:18,14,0.07142857142857142,25,0.0001,0.001,6,HLADQB10501,epitope
ESMMASK_epitope_FT_20_0.0001_0.001_AUG_1_HLADPB10201_1.csv,2025-03-27 22:36:00,31,0.06451612903225806,20,0.0001,0.001,1,HLADPB10201,epitope
ESMMASK_epitope_FT_25_0.0001_0.001_AUG_6_HLADQB10302_1.csv,2025-03-28 06:59:39,49,0.061224489795918366,25,0.0001,0.001,6,HLADQB10302,epitope
ESMMASK_epitope_FT_20_0.0001_0.001_AUG_1_HLADQB10201_1.csv,2025-04-02 09:55:13,21,0.047619047619047616,20,0.0001,0.001,1,HLADQB10201,epitope
ESMMASK_epitope_FT_25_0.001_0.001_AUG_1_HLADRB11202_1.csv,2025-04-02 14:53:20,6,0.0,25,0.001,0.001,1,HLADRB11202,epitope
